"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100","101","102","103","104","105","106","107","108","109","110","111","112","113","114","115","116","117","118","119","120","121","122"
"elus",0,0,0,0,0.141443619133936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"empir",0,0,0,0,0.0466710438324115,0,0.0119731997266396,0.0151449082634978,0,0.0156635695053984,0,0,0,0,0,0,0,0,0,0,0.0117275956296829,0,0,0,0,0,0,0,0,0,0,0,0,0.0180069381715603,0,0,0,0,0,0,0.0175913934445243,0.015771594122677,0.0295081438424279,0,0,0,0,0,0,0.0444054591803526,0,0.0135318411111726,0,0,0,0,0,0,0,0,0,0,0,0.0222027295901763,0.0142042307316035,0.014293007173676,0,0,0,0.0129202324733794,0,0,0.0147540719212139,0,0,0,0,0.0184425899015174,0,0,0,0.017866258967095,0,0,0,0,0,0.0117880471535472,0,0,0.0217798204551253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0181498503792711,0,0,0.0141165502949887,0.0112654243733407,0.02598728577032,0,0,0,0.0171945950961516,0,0
"ephemer",0,0,0,0,0.141443619133936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evolv",0,0,0,0,0.188114662966348,0,0,0,0,0,0,0.0485137815018476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0253231277070084,0,0,0,0,0,0,0.0390577054464027,0.0295436489915098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evolvable",0,0,0,0,0.141443619133936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"explor",0,0,0,0,0.0563431089004199,0,0,0,0,0,0,0.0290611824854797,0.0204504617490413,0,0,0,0,0.019861959252666,0,0,0.0141580119801055,0,0,0,0,0,0,0,0,0.0388846807904306,0,0.018283525404772,0,0,0,0.0150044148702205,0,0.019720088115147,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163361676693525,0,0.0121621688815884,0,0,0,0,0,0,0,0,0,0,0,0.0345101542015072,0.034946991596463,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0418304899412208,0,0,0,0,0,0,0,0,0.013146725410098,0,0,0.0174734957982315,0,0,0,0.0185289418531582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115033847338357,0
"import",0,0,0,0,0.0423011498456186,0.0143941412669119,0.0108521274473053,0,0,0,0,0.0218184878151086,0,0,0,0,0.00942161973834234,0,0.0172729695202943,0,0,0.0186734805624803,0,0,0,0,0,0,0,0,0.0194625008679372,0,0,0.0163209160821678,0.0158225674995062,0,0,0,0,0,0.0159442795571947,0,0,0,0,0,0.0175657317155535,0,0,0,0.0113265373903569,0,0,0.0182621704179323,0,0,0,0.0118443219567732,0,0,0,0,0,0,0.0128742629964926,0,0,0,0,0,0,0,0,0,0,0.0147003995917398,0.0148054024459665,0,0,0,0,0,0,0,0,0,0,0.010684311043481,0.0180239681950897,0,0,0,0.0131187110280716,0,0.015353750684706,0,0,0,0.0117770246729279,0,0,0,0,0,0,0,0,0,0.0225299602438621,0.0137268631949359,0.0329008943243701,0.0108521274473053,0,0,0.0102106223765286,0.0117770246729279,0,0,0,0,0,0
"industries",0,0,0,0,0.109097445649831,0,0,0.0708049647263805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0290531241132703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"innov",0,0,0,0,0.0841506615409241,0,0,0,0,0,0,0,0.0305435734481873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0294527315393234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100570302817202,0,0,0,0,0,0,0,0,0,0,0,0,0.126484123175009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328229446010371,0,0,0,0,0,0,0,0,0,0,0.0448193740815791,0,0,0,0,0,0,0,0,0,0,0,0,0
"internet",0,0,0,0,0.076751272165726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0981081478987976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181556457605821,0.0242633053943263,0,0,0,0,0.0482155427707766,0,0,0,0,0,0,0,0,0,0,0.169025273533509,0,0,0.0909873952287236,0,0,0,0,0,0,0,0.0212475273227151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042736503819552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"manufactur",0,0,0,0,0.141443619133936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"offer",0,0,0,0,0.0518044880568189,0,0,0,0,0,0,0,0.0188031104798824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168107279124777,0,0,0.0387545025157882,0,0,0.0181315708198866,0,0,0,0,0,0,0,0,0,0,0,0.0246448535415935,0.0277422941506462,0,0,0,0,0,0,0,0,0.0211534992898677,0,0,0,0,0,0,0,0,0.0149318818516713,0,0,0.0104893384908435,0.0163769026760266,0,0,0,0,0,0,0,0,0.019831405584251,0,0,0,0,0,0,0,0.0241754277598488,0,0,0.0160659488277476,0,0,0,0.0340727505340151,0.012628954799921,0,0,0.0250090631998436,0,0,0,0,0,0,0,0,0,0,0.0132901566219064,0,0,0.0125045315999218,0,0,0,0.0256406051998397,0,0,0.213014258583283
"opportun",0,0,0,0,0.0802191293380181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032485432541842,0,0.0184541659040511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0381624984229406,0.0214794390030759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0228531240555982,0,0,0,0,0,0,0,0,0,0,0,0,0.0223337348725164,0.0681630752178535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"phenomena",0,0,0,0,0.109097445649831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0809965884369959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215990902498656,0,0,0
"premium",0,0,0,0,0.109097445649831,0,0,0,0.0839650497933256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263338661913386,0,0,0,0,0,0,0
"queen",0,0,0,0,0.141443619133936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"red",0,0,0,0,0.141443619133936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"relentless",0,0,0,0,0.141443619133936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"scholars",0,0,0,0,0.141443619133936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"spawn",0,0,0,0,0.141443619133936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"such",0,0,0,0,0.0213896793510417,0.0072784325569517,0.0109748093005345,0.0138820435523317,0.0109748093005345,0.00717872800137702,0.00609357144302933,0,0.00776366139408181,0,0,0,0.00952812989273677,0,0,0,0.0161245275107853,0,0,0,0.00911386337566126,0.00831820863651623,0,0.00754024667770536,0.00866193626612434,0,0.00492063046103777,0,0.0094422908846941,0.00825271093071689,0.0160014395145198,0.0113923292195766,0.0134371062589878,0.0149727755457292,0,0,0.024186791266178,0,0.00676189863355513,0.00838475430560836,0.0053748425035951,0,0.00888215498475462,0,0,0.010175672700981,0.00572729119235544,0,0,0,0.00965985519079304,0,0,0,0,0.00873411906834204,0,0,0.00961554392844995,0,0,0.00655058930125653,0,0,0.0246610420753187,0.0118428733130062,0,0.00433096813306217,0.00676189863355513,0.00643002630798187,0,0.00743329282412089,0,0,0,0.00703418985369829,0,0,0.00998185036381948,0.0238203247318419,0.00557496961809066,0.0121871428860587,0,0,0,0.00499092518190974,0.00998185036381948,0,0.00663350815317117,0,0.00776366139408181,0.0128600526159637,0.00703418985369829,0,0,0,0,0.00595508118296048,0.0213896793510417,0,0.0285195724680556,0,0.0149018145241855,0,0,0,0,0.00548740465026725,0,0,0,0.011910162365921,0,0,0.0105868109919297,0.00788040818196274,0.00436705953417102,0.00732933068672059
"systems",0,0,0,0,0.094057331483174,0.0640112394816045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0360063222084025,0,0,0.024514942780189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0313524438277247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"territori",0,0,0,0,0.141443619133936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"theoret",0,0,0,0,0.0491260281939974,0,0.0126030124686171,0,0.0126030124686171,0,0,0,0,0,0.0197309457500481,0,0.0109417062795722,0,0,0,0,0,0,0,0.0209319598391815,0.0191045665198879,0,0,0,0.0169519393063794,0,0,0,0,0,0,0.0308612228398189,0,0.0149513998851296,0.0132262383599224,0,0,0,0,0,0,0,0,0,0,0.0131539638333654,0,0,0.0106042968348276,0,0,0,0,0,0,0,0.0194127046895635,0,0,0,0,0,0,0,0,0,0.00994700570870195,0,0,0,0,0,0.0194127046895635,0,0,0,0,0,0,0,0,0,0,0,0.0114627399119327,0,0,0,0,0,0,0.0161555394731938,0.0119759969229148,0,0,0,0,0,0,0,0,0,0.0128041243697121,0,0,0,0,0,0,0.0118580068054477,0,0,0.0138343412730223,0,0,0,0.0168333942762648
"trend",0,0,0,0,0.12103545586863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0414736876752649
"unchart",0,0,0,0,0.141443619133936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"225",0,0,0,0,0,0.0481301203997423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"achiev",0,0,0,0,0,0.0272967870664089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0604728821163521,0,0.0507191914524243,0,0.0201576273721174,0,0,0,0,0,0,0,0,0,0.0181139969472944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0836327093098486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018629086907881,0,0,0.026031373096443,0,0,0,0,0,0,0,0,0,0,0,0
"actual",0,0,0,0,0,0.136964926043414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0269439198773928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0239356181435092,0,0,0,0,0,0,0,0.020544738906512,0
"adopt",0,0,0,0,0,0.0897304894283832,0,0,0,0,0,0,0,0,0,0,0.0146831709973718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0230735544244414,0,0,0,0,0,0,0,0,0,0.0828281440877383,0,0,0,0,0,0,0.0148861641448009,0,0,0,0,0,0,0,0.0296357579763467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0260507872534016,0,0,0,0,0,0,0,0.0187808001129174,0,0,0,0,0,0,0,0,0,0.0198177768062687,0,0,0.073415854986859,0,0,0,0,0,0,0,0,0,0,0,0.0256372826938238,0.0338251059625319,0.0313621128099203,0,0,0,0,0,0,0,0,0
"argu",0,0,0,0,0,0.078350257002512,0,0,0,0,0,0,0,0.0266724279157488,0,0,0,0,0.0313401028010048,0,0,0,0,0,0,0,0,0,0,0.0264845939163421,0,0,0,0,0,0,0,0,0,0,0,0.0259366368008315,0.0242633053943263,0.0300864986889646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0365127411273842,0,0,0,0,0,0,0.0276530318832395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"articul",0,0,0,0,0,0.0411856759552978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0529530119425258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"basic",0,0,0,0,0,0.0411856759552978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0315464751998026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"believ",0,0,0,0,0,0.0342412315108534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031811208629438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0397640107867975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0370732130643826,0,0
"benefit",0,0,0,0,0,0.0197449617799482,0,0,0,0.0194744828514558,0,0,0,0,0,0,0.0387719249497165,0,0,0,0.0437426845586546,0,0,0,0,0,0,0,0.0469962726663231,0,0,0.0564888972777327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131026474484449,0,0,0,0,0,0,0,0,0,0,0,0,0.0229296330347786,0,0,0,0,0.0183437064278229,0,0.0157959694239586,0.0201650673497344,0.0203091035450896,0,0,0,0,0,0,0,0,0,0.0323099374580971,0.0293121082094077,0,0,0,0,0,0,0.0210612925652781,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0309051575686146,0,0,0,0,0,0,0,0,0,0,0,0,0.0397660768715042
"between",0,0,0,0,0,0.014054491263572,0,0.0268059171119784,0,0.0138619639859888,0.0117665508253161,0.0213036499153091,0.0149914573478101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0145600485032688,0,0,0,0,0.0182328535311204,0,0,0.010999167075839,0.0259467531019791,0,0,0,0,0.0139575637376163,0,0,0,0,0.0171512435758845,0,0,0,0,0,0,0,0.00932648268181736,0,0,0.0346945155763606,0,0,0.0164540385524745,0.0816067234659019,0,0,0,0,0,0,0.0357149425050771,0,0,0.00836300306592714,0,0,0,0,0,0,0,0.0271657280799244,0,0.0158113026715185,0,0,0,0,0,0.0104321997007957,0.0175986673213423,0.00963736543787794,0.0385494617515118,0,0,0.0180700601960211,0,0,0,0,0,0,0,0,0.0413029947337626,0,0.0275353298225084,0,0,0.0107651422444381,0,0,0,0,0,0,0,0,0,0.0116313031146803,0,0.0152168927966494,0,0
"compani",0,0,0,0,0,0.0371234363669565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0509121413032546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0401937957657273,0,0
"continu",0,0,0,0,0,0.0572692002153511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0742951786577528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0256110709037595,0,0,0,0,0,0.021145550848745,0,0,0.0264319385609313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212545485335324,0,0,0,0,0,0,0,0,0,0,0.0937132367160291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"custom",0,0,0,0,0,0.0224326223570958,0,0.0213926994663695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0280895445167113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177488880188011,0,0.022277914616702,0,0,0,0,0.027375403554422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0403787202427724,0,0,0,0,0,0.013348337270338,0,0,0,0,0.138441326546648,0,0,0,0,0,0.123058956930354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159127961547872,0,0,0,0.0439496274751265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0903579753684418
"discontinu",0,0,0,0,0,0.0371234363669565,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0470993377695307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0303737206638735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"exist",0,0,0,0,0,0.0191723078897262,0,0,0,0,0,0,0.0204504617490413,0,0,0,0,0,0,0,0.0141580119801055,0,0,0,0,0,0,0.019861959252666,0.0228166308770295,0,0,0,0,0,0.0210749033291647,0,0,0,0,0.0455078956503391,0.0212370179701583,0,0,0,0,0,0,0,0,0,0,0.0163361676693525,0,0,0,0,0,0,0,0,0,0,0,0.0268040032633065,0.0171479027088234,0,0,0.0222646156138756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137353847568188,0.0156864337279578,0.0159584528099455,0.0136000607690669,0,0,0,0,0,0.0130844186545999,0,0,0,0,0,0,0,0,0,0,0,0,0.0207579874896284,0,0
"expect",0,0,0,0,0,0.030178991922512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0391511246562318,0,0,0,0,0,0,0,0,0,0.0287799658068989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200266121513444,0,0,0,0,0,0,0,0,0,0.296916293200367,0,0,0,0,0,0,0.0718309890387063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"explan",0,0,0,0,0,0.0286346001076756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0314762016450785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0225321443470234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0266024671968083,0,0,0,0.0294527315393234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0280502205136414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171807600646053,0
"explicit",0,0,0,0,0,0.0342412315108534,0,0,0,0,0,0,0,0,0,0,0.0224124424434677,0,0,0,0,0.0444210570951611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0632145812508062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
